,Unnamed: 0,American Indian,Asian,Black,Hispanic,Hawaiian,White,Other Race,Sex,Have you previously applied?,Round2 Reviews Plagirism Reviewer1,Round2 Clear Purpose CF Reviewer1,Round2 Commitment to Social Justice Reviewer1,Round2 Innovation CF Reviewer1,Round2 Commitment to learning2 Reviewer1,Round2 Get Results Reviewer1,Round2 Collaboration Reviewer1,Round2 Inspire and Mobilize Reviewer1,Round2 Experience Reviewer1,Round2 Total Score Reviewer1,Round2 Is this applicant moving on as a GHC Semi-Finalist Reviewer1,Round2 GHC Semifinalist Reviewer1,Round2 Is this applicant moving on as a GHC Alternate? Reviewer1,Round2 GHC Alternate Reviewer1,Round2 Plagirism Reviewer2,Round2 Clear Purpose CF Reviewer2,Round2 Commitment to Social Justice CF  Reviewer2,Round2 Innovation CF Reviewer2,Round2 Commitment to learning2 Reviewer2,Round2 Get Results Reviewer2,Round2 Collaboration Reviewer2,Round2 Inspire and Mobilize Reviewer2,Round2 Experience Reviewer2,Round2 Total Score Reviewer2,Round2 Is this applicant moving on as a GHC Semi-Finalist Reviewer2,Round2 GHC Semifinalist Reviewer2,Round2 Is this applicant moving on as a GHC Alternate? Reviewer2,Round2 GHC Alternate Reviewer2,Citizen_ Other,Citizen_ Rwanda,Citizen_ Uganda,Citizen_ United States,Citizen_ Zambia,Citizen_Malawi,Citizen_Other,Citizen_Rwanda,Citizen_Uganda,Citizen_United States,Citizen_Zambia,WorkedPublicHealth_Between_1_to_3_years,WorkedPublicHealth_Never,WorkedPublicHealth_greater_than_3_years,WorkedPublicHealth_less_than_1_year,StudiedPublicHealth_Atleast_1_Class,StudiedPublicHealth_More_than_1_Class,StudiedPublicHealth_Never,firstLanguage_Amharic,firstLanguage_Arabic,firstLanguage_Arabic (Juba),firstLanguage_Bahasa Melayu,firstLanguage_Bangla,firstLanguage_Belarusian,firstLanguage_Bemba,firstLanguage_Bengali,firstLanguage_Chichewa,firstLanguage_Chinese,firstLanguage_Chitonga,firstLanguage_Danish,firstLanguage_Dutch,firstLanguage_English,firstLanguage_English and Gujarati,firstLanguage_EÊ‹egbe,firstLanguage_Farsi,firstLanguage_French,firstLanguage_German,firstLanguage_Hindi,firstLanguage_Hungarian,firstLanguage_Italian,firstLanguage_KINYARWANDA,firstLanguage_Kinyarwanda,firstLanguage_Kirundi,firstLanguage_Korean,firstLanguage_Lithuanian,firstLanguage_Luganda,firstLanguage_Luo,firstLanguage_Mongolian,firstLanguage_Nepalese,firstLanguage_Nepali,firstLanguage_Nyanja,firstLanguage_Portuguese,firstLanguage_Rukiga,firstLanguage_Runyankole,firstLanguage_Runyankore,firstLanguage_Russian,firstLanguage_Serbian language,firstLanguage_Shona,firstLanguage_Somali,firstLanguage_Spanish,firstLanguage_Swahili,firstLanguage_Swedish,firstLanguage_Sylheti,firstLanguage_Tigrigna,firstLanguage_Tonga,firstLanguage_Urdu,firstLanguage_Vietnamese,Advanced/Full Professional Proficiency,Basic Proficiency,Fluent/Native Speaker,Limited working proficiency,Professional working proficiency,SemifinalistDesignation
1106,1106,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32.0,1,3.0,0,0.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,31.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1107,1107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,24.0,1,6.0,0,0.0,0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,27.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1108,1108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,27.0,1,8.0,0,0.0,0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,26.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1109,1109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,30.0,1,1.0,0,0.0,0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,30.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1110,1110,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,29.0,1,2.0,0,0.0,0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,21.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1111,1111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,26.0,1,4.0,0,0.0,0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1112,1112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,28.0,1,2.0,0,0.0,0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,26.0,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1113,1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,30.0,1,3.0,0,0.0,0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,27.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1114,1114,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,25.0,1,1.0,0,0.0,0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1115,1115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,29.0,1,6.0,0,0.0,0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,25.0,1,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1116,1116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,23.0,1,8.0,0,0.0,0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,29.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1117,1117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,31.0,0,0.0,0,0.0,0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,24.0,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1118,1118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,29.0,1,5.0,0,0.0,0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1119,1119,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,30.0,1,7.0,0,0.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1121,1121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2.0,3.0,4.0,3.0,3.0,0.0,2.0,2.0,19.0,0,0.0,1,3.0,0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,28.0,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1122,1122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,31.0,1,4.0,0,0.0,0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,30.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1123,1123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,27.0,1,2.0,0,0.0,0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,24.0,0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1124,1124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,25.0,1,5.0,0,0.0,0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1125,1125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,4.0,22.0,1,10.0,0,0.0,0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1126,1126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,2.0,20.0,0,0.0,0,0.0,0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,27.0,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1127,1127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32.0,1,1.0,0,0.0,0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,27.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1129,1129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,26.0,1,10.0,0,0.0,0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,20.0,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1130,1130,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0,24.0,1,1.0,0,0.0,0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,4.0,20.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1131,1131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,29.0,1,2.0,0,0.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,30.0,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1132,1132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,27.0,1,3.0,0,0.0,0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,31.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1133,1133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,16.0,0,0.0,0,0.0,0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,28.0,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1134,1134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,26.0,0,0.0,1,2.0,0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,24.0,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1135,1135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,27.0,1,4.0,0,0.0,0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
